"uid","gene_name","alias","desc"
"100527731","LOC100527731","GLYMA_07G243600","uncharacterized LOC100527731"
NA,".",NA,NA
"100820005","LOC100820005","GLYMA_12G173500","BTB domain and kelch-repeat-containing protein"
NA,".",NA,NA
"100785599","LOC100785599","GLYMA_03G107900","uncharacterized LOC100785599"
"100807515","LOC100807515","GLYMA_18G233500","U-box domain-containing protein 33"
"100813896","LOC100813896","","uncharacterized LOC100813896"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"843205","PHO1-H1","AT1G68740, F24J5.2, F24J5_2","EXS (ERD1/XPR1/SYG1) family protein"
"100305644","LOC100305644","GLYMA_20G036100","putative ribonuclease 1"
"2099","TUBB1","ER, ESR, ESRA, ESTRR, Era, NR3A1","estrogen receptor 1"
"102660238","LOC102660238","GLYMA_17G155300","uncharacterized LOC102660238"
NA,".",NA,NA
"100805879","LOC100805879","GLYMA_16G054700","uncharacterized LOC100805879"
NA,".",NA,NA
"100813233","LOC100813233","","disease resistance RPP13-like protein 4"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"112997783","LOC112997783","GLYMA_09G173300","uncharacterized LOC112997783"
"100792716","LOC100792716","GLYMA_05G160500","uncharacterized LOC100792716"
"100799780","LOC100799780","GLYMA_13G053800","receptor-like protein kinase FERONIA"
"100783239","LOC100783239","GLYMA_17G057600","plant intracellular Ras-group-related LRR protein 6"
"547794","LOC547794","GLYMA_13G333100, GmTIP1;6, TIP1-6","nodulin-26"
NA,".",NA,NA
"100795576","LOC100795576","GLYMA_16G065900","cystinosin homolog"
"100809874","LOC100809874","GLYMA_05G023100","SNAP25 homologous protein SNAP33"
"100792744","LOC100792744","GLYMA_13G051900","vegetative cell wall protein gp1"
"100806805","LOC100806805","GLYMA_03G016300","BON1-associated protein 2"
"100805331","LOC100805331","GLYMA_08G100400","phospholipase A1-Igamma1, chloroplastic"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100775453","LOC100775453","GLYMA_04G104200","uncharacterized WD repeat-containing protein C2A9.03"
"102661081","LOC102661081","GLYMA_16G077900","pcbC domain-containing protein"
NA,".",NA,NA
"100805357","LOC100805357","GLYMA_09G273500","mannan endo-1,4-beta-mannosidase 6"
"100306243","LOC100306243","GLYMA_02G109700","uncharacterized LOC100306243"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100819844","LOC100819844","","uncharacterized LOC100819844"
"100797246","LOC100797246","GLYMA_04G165800","uncharacterized LOC100797246"
NA,".",NA,NA
"100791741","LOC100791741","GLYMA_08G118700, GSTU34","probable glutathione S-transferase"
"100800834","LOC100800834","GLYMA_13G111500","inter alpha-trypsin inhibitor, heavy chain 4"
"100306018","LOC100306018","GLYMA_07G191500","FBPase/IMPase/glpX-like domain-containing protein"
"100815528","LOC100815528","GLYMA_10G266500","uncharacterized LOC100815528"
NA,".",NA,NA
NA,".",NA,NA
"100785732","LOC100785732","GLYMA_17G258500","thaumatin-like protein 1"
"100799947","LOC100799947","GLYMA_06G310700","WAT1-related protein At5g07050"
"100805802","LOC100805802","GLYMA_13G158200","blue copper protein"
"778183","LOC778183","GLYMA_17G037500, MYB102, MYB72","transcription factor MYB108"
"100784565","LOC100784565","GLYMA_11G051300","uncharacterized LOC100784565"
NA,".",NA,NA
NA,".",NA,NA
"100795713","LOC100795713","GLYMA_06G119700","TOM1-like protein 4"
"100804125","LOC100804125","","uncharacterized LOC100804125"
"102659498","LOC102659498","GLYMA_01G114400","UPF0481 protein At3g47200"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100819507","LOC100819507","GLYMA_13G091000","tetraspanin family protein"
"100306373","LOC100306373","GLYMA_10G151000","hypothetical protein"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100783219","LOC100783219","GLYMA_08G292600","formin-like protein 8"
"100791888","LOC100791888","GLYMA_08G228800","phospholipid-transporting ATPase 1"
"100803024","LOC100803024","GLYMA_01G222000","mitogen-activated protein kinase 4-like"
"113000590","LOC113000590","","small nucleolar RNA R160"
"100808712","LOC100808712","GLYMA_09G275100","probable serine/threonine-protein kinase PBL1"
NA,".",NA,NA
"100776430","LOC100776430","GLYMA_07G195300","stem-specific protein TSJT1"
"100817780","LOC100817780","GLYMA_01G002100","auxin response factor 19"
NA,".",NA,NA
"100791439","LOC100791439","GLYMA_03G260600","probable L-gulonolactone oxidase 6"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100795674","LOC100795674","GLYMA_04G091700","ubiquitin carboxyl-terminal hydrolase 17"
"100790977","LOC100790977","GLYMA_07G120900","dynamin-related protein 1E"
"2745879","WI12","AT3G10985, ARABIDOPSIS THALIANA WOUND-INDUCED PROTEIN 12, ATWI-12, WI12, WOUND-INDUCED PROTEIN 12, senescence associated gene 20","senescence associated gene 20"
NA,".",NA,NA
"100775260","LOC100775260","","disease resistance protein RML1A-like"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"102669056","LOC102669056","GLYMA_01G145200","uncharacterized LOC102669056"
"100781764","LOC100781764","GLYMA_06G036400","mitogen-activated protein kinase kinase kinase 5"
NA,".",NA,NA
"117626383","LOC100800652","ALMOND_2B011141","uncharacterized LOC117626383"
"102660599","LOC100817208","","probable receptor-like protein kinase At5g39020-like"
NA,".",NA,NA
"100810464","LOC100810464","GLYMA_08G031200","vacuolar protein sorting-associated protein 32 homolog 2"
"100527208","LOC100527208","GLYMA_15G218900","uncharacterized LOC100527208"
"827872","CRK27","AT4G21230, F7J7.170, F7J7_170, cysteine-rich RLK (RECEPTOR-like protein kinase) 27","cysteine-rich RLK (RECEPTOR-like protein kinase) 27"
"100306311","LOC100306311","GLYMA_04G063200","uncharacterized LOC100306311"
NA,".",NA,NA
"778123","BZIP90","GLYMA_13G316900, GmTGA20, bZIP91","bZIP transcription factor"
"100787041","LOC100787041","GLYMA_04G103400","TPR repeat-containing thioredoxin TTL1"
NA,".",NA,NA
"100808014","LOC100808014","GLYMA_01G011600","uncharacterized LOC100808014"
NA,".",NA,NA
"100796288","LOC100796288","GLYMA_08G009800","probable protein S-acyltransferase 5"
"100797784","LOC100797784","GLYMA_19G255300","cyclic nucleotide-gated ion channel 1"
NA,".",NA,NA
"100791891","LOC100791891","GLYMA_15G152200","disease resistance-like protein DSC1"
"100775682","LOC100775682","GLYMA_14G070700","BEL1-like homeodomain protein 7"
NA,".",NA,NA
"100776109","LOC100776109","GLYMA_17G007600","scarecrow-like protein 13"
"100816256","LOC100816256","GLYMA_11G244900","probable pectate lyase 5"
NA,".",NA,NA
"100789972","LOC100789972","GLYMA_09G161100","receptor-like protein kinase HSL1"
"100816232","LOC100816232","GLYMA_18G236700","probable polygalacturonase"
NA,".",NA,NA
"834367","LOC100778851","AT5G43470, DISEASE RESISTANCE PROTEIN RPP8, HRT, HYPERSENSITIVE RESPONSE TO TCV, MWF20.19, MWF20_19, RCY1, RECOGNITION OF PERONOSPORA PARASITICA 8, RESISTANT TO CMV(Y) 1","Disease resistance protein (CC-NBS-LRR class) family"
"100806599","LOC100806599","GLYMA_02G295200","protein HOMOLOG OF MAMMALIAN LYST-INTERACTING PROTEIN 5"
NA,".",NA,NA
"102668575","LOC102668575","","uncharacterized LOC102668575"
"100500254","LOC100500254","GLYMA_02G023900","TIR-NBS disease resistance-like protein"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"351","CAMK1","AAA, ABETA, ABPP, AD1, APPI, CTFgamma, CVAP, PN-II, PN2, alpha-sAPP, preA4","amyloid beta precursor protein"
"100305396","LOC100305396","GLYMA_08G060500","protein kinase"
"100818907","LOC100818907","GLYMA_03G162500","ethylene-responsive transcription factor 15-like"
"100815307","LOC100815307","GLYMA_01G108700","putative PAR1 protein"
"24835","AO","RATTNF, TNF-alpha, Tnfa","tumor necrosis factor"
NA,".",NA,NA
"100811876","LOC100811876","GLYMA_15G219400","nuclear-pore anchor"
"100813637","LOC100813637","GLYMA_08G263200","DNA-3-methyladenine glycosylase I-like"
"100796226","LOC100796226","GLYMA_13G109700","putative 12-oxophytodienoate reductase"
"100781713","LOC100781713","GLYMA_04G195700","F-box protein At1g67340"
"100818892","LOC100818892","GLYMA_18G297900","protein SWEETIE"
"106798964","LOC106798964","GLYMA_06G262700","G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290"
NA,".",NA,NA
"837997","MYB124","AT1G14350, AtMYB124, F14L17.12, F14L17_12, FOUR LIPS, MYB124, myb domain protein 124","Duplicated homeodomain-like superfamily protein"
"102666149","LOC102666149","GLYMA_02G043500","F-box protein At2g26160"
"834623","GA2OX6","AT5G45830, ATDOG1, DELAY OF GERMINATION 1, GAAS5, GLUCOSE SENSING QTL 5, GSQ5, K15I22.3, K15I22_3, germination ability after storage 5","delay of germination 1"
"100785248","LOC100785248","GLYMA_03G149200","sugar transporter ERD6-like 7"
"100806077","LOC100806077","GLYMA_02G059700","lysM domain receptor-like kinase 4"
"100813304","LOC100813304","GLYMA_13G102200","probable serine/threonine-protein kinase PIX13"
NA,".",NA,NA
"100777073","LOC100777073","GLYMA_20G043000","hydroxymethylglutaryl-CoA lyase, mitochondrial"
"100820356","LOC100820356","GLYMA_11G244000","E3 ubiquitin-protein ligase RGLG5"
NA,".",NA,NA
"100794273","LOC100794273","GLYMA_04G149300","3-ketoacyl-CoA synthase 11"
"100790804","LOC100790804","GLYMA_06G268600","disease resistance protein RUN1"
NA,".",NA,NA
NA,".",NA,NA
"100791645","LOC100791645","GLYMA_12G084600","glucomannan 4-beta-mannosyltransferase 2"
"100785491","LOC100785491","GLYMA_13G297700","E3 ubiquitin-protein ligase RMA1H1-like"
"100814174","LOC100814174","GLYMA_05G216500","putative adenylate cyclase regulatory protein"
"100796094","LOC100796094","GLYMA_15G276100","uncharacterized LOC100796094"
"100819620","LOC100819620","GLYMA_18G181500","probable serine/threonine-protein kinase NAK-like"
"100784434","LOC100784434","GLYMA_13G364900","phospholipase D alpha 1"
"844356","GLYI-7","AT1G80160, F18B13.24, F18B13_24, glyoxylase I 7","Lactoylglutathione lyase / glyoxalase I family protein"
"100305921","LOC100305921","GLYMA_15G141900","uncharacterized LOC100305921"
"100810192","LOC100810192","GLYMA_18G127400","thioredoxin H2"
NA,".",NA,NA
"102663416","LOC100306495","","hydrophobic protein RCI2B-like"
"100819296","LOC100819296","GLYMA_19G020600","probable WRKY transcription factor 72"
"100793053","LOC100793053","GLYMA_20G003500","isoliquiritigenin 2'-O-methyltransferase-like"
"100817683","LOC100817683","GLYMA_19G133400","2-oxoglutarate-dependent dioxygenase AOP2"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100305347","LOC100305347","GLYMA_19G264200, MYB100","MYB-like transcription factor EOBI"
"100796496","LOC100796496","GLYMA_02G306200","scarecrow-like transcription factor PAT1"
"100775550","LOC100775550","GLYMA_01G173800","U-box domain-containing protein 5"
"100787214","LOC100787214","GLYMA_19G003700","uncharacterized LOC100787214"
"100795948","LOC100795948","GLYMA_17G058100","uncharacterized LOC100795948"
"100527790","LOC100527790","GLYMA_07G192500","uncharacterized LOC100527790"
"100807569","MYB29B2","GLYMA_20G209700, GmMYB29B2, MYB29","MYB/HD-like transcription factor"
"100779314","LOC100779314","GLYMA_17G042300","WRKY transcription factor 6"
"100813428","LOC100813428","GLYMA_19G018400","thaumatin-like protein"
"100806935","LOC100806935","GLYMA_01G127100","dirigent protein 22"
NA,".",NA,NA
"100804548","LOC100804548","GLYMA_05G034600","calmodulin-binding protein 60 A"
"100791406","LOC100791406","GLYMA_17G158000","transcription factor RAX3"
"100792859","LOC100792859","GLYMA_11G252700","MACPF domain-containing protein At1g14780"
"100800009","LOC100800009","GLYMA_01G017800","uncharacterized LOC100800009"
"100801116","LOC100801116","GLYMA_02G078200","uncharacterized LOC100801116"
"100802939","LOC100802939","GLYMA_12G027500","uncharacterized LOC100802939"
"100787108","LOC100787108","GLYMA_15G054500","7-deoxyloganetin glucosyltransferase"
"843976","PHT1-9","AT1G76430, F15M4.7, phosphate transporter 1;9","phosphate transporter 1;9"
"100787713","LOC100787713","GLYMA_18G241800","tyrosine-protein phosphatase DSP5"
NA,".",NA,NA
"100789814","LOC100789814","GLYMA_17G069900","AFG1-like ATPase family protein"
"100795477","LOC100795477","GLYMA_11G224800","uncharacterized LOC100795477"
"100785598","LOC100785598","GLYMA_10G081900","E3 ubiquitin-protein ligase PUB23"
"100794580","PHO1-H5","GLYMA_10G183300, GmaPHO1;H5, PHO1","PHO1 family protein"
"100778084","LOC100778084","GLYMA_10G070200v4, C4DT","glycinol 4-dimethylallyltransferase-like"
"100795990","LOC100795990","GLYMA_10G266900","sarcoplasmic reticulum histidine-rich calcium-binding protein"
"100801021","LOC100801021","GLYMA_06G087700","protein SAWADEE HOMEODOMAIN HOMOLOG 2"
"100811407","LOC100811407","GLYMA_18G294500","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4"
"100527487","LOC100527487","GLYMA_15G030100","EF-hand, calcium binding motif-containing protein"
"100778601","LOC100778601","GLYMA_02G171200","protein trichome birefringence"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100776740","LOC100776740","GLYMA_05G072300","peptidyl serine alpha-galactosyltransferase"
"100815166","LOC100815166","GLYMA_18G200300","alcohol dehydrogenase-like 4"
NA,".",NA,NA
"100816893","LOC100816893","GLYMA_01G219000","probable copper-transporting ATPase HMA5"
"100777751","LOC100777751","GLYMA_03G210900","spermatogenesis-associated protein 20"
NA,".",NA,NA
NA,".",NA,NA
"100816188","LOC100816188","GLYMA_01G165900","uncharacterized LOC100816188"
"100783541","LOC100783541","GLYMA_06G159100","probable magnesium transporter NIPA6"
"100809530","LOC100809530","GLYMA_12G045300","probable NAD(P)H dehydrogenase (quinone) FQR1-like 2"
"100793074","LOC100793074","GLYMA_06G162200","chaperone protein ClpD, chloroplastic"
"100801673","LOC100801673","GLYMA_03G198600","probable F-box protein At2g36090"
"100798011","LOC100798011","GLYMA_05G110600","transcription factor bHLH18"
"100306632","LOC100306632","GLYMA_15G008300","uncharacterized LOC100306632"
"100803911","LOC100803911","GLYMA_01G103500","auxin response factor 9"
NA,".",NA,NA
"100817471","LOC100817471","GLYMA_10G292400","uncharacterized LOC100817471"
"100790724","LOC100790724","GLYMA_10G236600","transcription factor LAF1-like"
"100815312","LOC100815312","GLYMA_17G230600","probable protein phosphatase 2C 72"
"100803091","LOC100803091","","ethylene-response factor C3-like"
"100779571","LOC100779571","GLYMA_20G119100","probable protein phosphatase 2C 15"
"839141","WRKY10","AT1G25540, F2J7.4, F2J7_4, MED25, PHYTOCHROME AND FLOWERING TIME 1, mediator 25","phytochrome and flowering time regulatory protein (PFT1)"
NA,".",NA,NA
"100777930","LOC100777930","GLYMA_18G270051v4","uncharacterized LOC100777930"
"100781089","LOC100781089","GLYMA_01G020800","rhamnogalacturonate lyase"
"100500476","LOC100500476","GLYMA_19G198900v4","NDR1/HIN1-like protein 1"
"100794996","LOC100794996","GLYMA_05G042200","high-affinity nitrate transporter 3.1"
"100807181","LOC100807181","GLYMA_19G016300","paired amphipathic helix protein Sin3-like 2"
NA,".",NA,NA
NA,".",NA,NA
"100791515","LOC100791515","GLYMA_15G212400","ALA-interacting subunit 3"
NA,".",NA,NA
NA,".",NA,NA
"102669093","LOC102669093","GLYMA_06G200600","exocyst complex component EXO70B1"
"100802411","LOC100802411","GLYMA_12G110600","probable polyol transporter 4"
"100527485","LOC100527485","GLYMA_11G119900","BURP domain-containing protein"
NA,".",NA,NA
"100301890","NAC35","GLYMA_15G254000","transcriptional factor NAC35"
"100813092","LOC100813092","GLYMA_05G238400","probable calcium-binding protein CML25"
"100813900","LOC100813900","GLYMA_01G014000","cellulose synthase-like protein D2"
"100785631","LOC100785631","GLYMA_20G048300","probable serine/threonine-protein kinase PBL2"
"100799838","LOC100799838","GLYMA_17G011600","S-type anion channel SLAH4"
NA,".",NA,NA
"100788541","LOC100788541","GLYMA_15G036200","zinc transporter 1-like"
NA,".",NA,NA
NA,".",NA,NA
"100780892","LOC100780892","GLYMA_08G008100","auxin response factor 2B"
NA,".",NA,NA
"100802372","LOC100802372","GLYMA_03G249800","histone-lysine N-methyltransferase SUVR4"
NA,".",NA,NA
"100814614","LOC100814614","GLYMA_02G067500","nudix hydrolase 12, mitochondrial"
"100305637","LOC100305637","GLYMA_13G316100","uncharacterized LOC100305637"
NA,".",NA,NA
"100782969","LOC100782969","GLYMA_12G176900","high affinity nitrate transporter 2.4"
"102660295","LOC102660295","GLYMA_13G248800","G-type lectin S-receptor-like serine/threonine-protein kinase B120"
"100527420","LOC100527420","GLYMA_20G033800, GmCASP6","CASP-like protein 2"
NA,".",NA,NA
"100808618","LOC100808618","GLYMA_12G091200","NAC domain-containing protein 90"
"100817276","LOC100817276","GLYMA_10G057600v4","serine/threonine-protein kinase PCRK1-like"
"100799752","LOC100799752","GLYMA_05G094400","mitogen-activated protein kinase kinase kinase 20"
"100781328","LOC100781328","GLYMA_11G086700","amino acid transporter AVT3C"
"100797934","LOC100797934","GLYMA_02G228200","probable protein phosphatase 2C 25"
NA,".",NA,NA
"100527307","LOC100527307","GLYMA_07G243900","SRPBCC domain-containing protein"
"100819484","LOC100819484","GLYMA_20G133200","zinc finger protein ZAT10"
"100807425","LOC100807425","GLYMA_15G247600","disease resistance protein UNI"
NA,".",NA,NA
"100778340","LOC100778340","GLYMA_13G095300","probable xyloglucan endotransglucosylase/hydrolase protein 23"
"100803619","LOC100803619","GLYMA_03G038700","peroxidase P7"
"100777388","LOC100777388","GLYMA_02G299700","two-pore potassium channel 1"
NA,".",NA,NA
"100793353","TGA23","GLYMA_18G020900, GmTGA23","bZIP transcription factor"
"100804075","LOC100804075","GLYMA_08G004300","protein PSK SIMULATOR 1"
"102661371","LOC102661371","GLYMA_18G209900v4","protein LURP-one-related 15-like"
"100809318","LOC100809318","GLYMA_04G080300","sulfite exporter TauE/SafE family protein 3"
"100783199","LOC100783199","GLYMA_06G063700","zinc finger protein 1"
NA,".",NA,NA
"100787405","LOC100787405","GLYMA_11G004800","sugar transport protein 13"
NA,".",NA,NA
"102660244","LOC102660244","GLYMA_06G294400","protein ACCELERATED CELL DEATH 6"
"100795809","LOC100795809","GLYMA_02G080900","cellulose synthase A catalytic subunit 2 [UDP-forming]"
"833836","WRKY35","AT5G38480, GF14PSI ISOFORM, MXI10.21, MXI10_21, RCI1, general regulatory factor 3","general regulatory factor 3"
"100785796","PRR3A","GLYMA_11G148362v4, GmPRR3A","two-component response regulator PRR3A"
NA,".",NA,NA
NA,".",NA,NA
"100778207","LOC100778207","GLYMA_08G176000","uncharacterized protein"
NA,".",NA,NA
NA,".",NA,NA
"100815815","LOC100815815","GLYMA_08G086100","protein CHROMATIN REMODELING 4"
"100814180","LOC100814180","GLYMA_13G302601v4","coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 2-like"
"100527788","LOC100527788","GLYMA_08G036100, SPEAR6","uncharacterized LOC100527788"
"100783255","LOC100783255","GLYMA_17G019500","UDP-glucose flavonoid 3-O-glucosyltransferase 7"
"100780208","LOC100780208","GLYMA_02G091500","uncharacterized LOC100780208"
"106798695","LOC102669209","","polyribonucleotide nucleotidyltransferase 2, mitochondrial-like"
"2944","GSTT2","GST1, GSTM1-1, GSTM1a-1a, GSTM1b-1b, GTH4, GTM1, H-B, MU, MU-1","glutathione S-transferase mu 1"
"100810046","LOC100810046","GLYMA_04G058100","uncharacterized acetyltransferase At3g50280"
"100808554","LOC100808554","GLYMA_09G008700","RPM1-interacting protein 4"
"102667089","LOC102667089","","uncharacterized LOC102667089"
"100808542","LOC100808542","GLYMA_09G057100","peroxidase 16"
NA,".",NA,NA
"100820237","LOC100820237","GLYMA_06G187300","protein EDS1L"
"102664018","LOC102664018","GLYMA_19G155100","antifungal protein ginkbilobin-like protein"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100784229","LOC100784229","GLYMA_20G200000","uncharacterized LOC100784229"
"100812429","LOC100812429","GLYMA_15G265400","YTH domain-containing protein ECT2"
"100776621","SOMT-2","GLYMA_08G2467002","flavonoid 4'-O-methyltransferase SOMT-2"
"100797292","LOC100797292","GLYMA_06G103100","probable protein phosphatase 2C 10"
"100795989","LOC100795989","GLYMA_18G209800","protein LURP-one-related 10"
"100815313","LOC100815313","GLYMA_17G250800","probable LRR receptor-like serine/threonine-protein kinase At2g16250"
"100306267","PTS-L5","GLYMA_19G151300, GmPTS-L5","pterocarpan synthase-like"
NA,".",NA,NA
"100779095","LOC100779095","GLYMA_07G262500","S-type anion channel SLAH4"
"100783726","ALDH3H2","GLYMA_06G114300, GmALDH3H2","aldehyde dehydrogenase family 3 member H2"
"778055","MYB139","GLYMA_13G333200","MYB transcription factor MYB139"
"102660925","LOC102660925","GLYMA_13G005100","VQ motif-containing protein 22"
NA,".",NA,NA
NA,".",NA,NA
"100808242","LOC100808242","GLYMA_04G008900","GATA transcription factor 7"
"100790733","LOC100790733","GLYMA_03G084600","ER lumen protein-retaining receptor"
"7444101","HSF-32","THAPS_6935","HSF32, heat shock transcription factor DNA-binding domain-containing protein, DNA binding, transcription factor"
"100807220","LOC100806688","","TMV resistance protein N-like"
NA,".",NA,NA
NA,".",NA,NA
"100816499","LOC100816499","","uncharacterized LOC100816499"
NA,".",NA,NA
NA,".",NA,NA
"100801298","LOC100801298","GLYMA_10G023500","uncharacterized LOC100801298"
"112998473","LOC112998473","","small nucleolar RNA Z195/SNORD33/SNORD32 family"
"121174048","LOC121174048","GLYMA_18G281600v4","probable disease resistance protein At4g27220"
"102663487","LOC102663487","GLYMA_19G081700","F-box/kelch-repeat protein At3g23880"
"547584","GSTU42","GLYMA_10G192900","glutathione S-transferase GST 15"
NA,".",NA,NA
"100789049","LOC100789049","GLYMA_07G083300","cytochrome P450 704C1"
"100782542","LOC100782542","GLYMA_17G088800v4","probable boron transporter 2"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100783345","LOC100783345","GLYMA_12G005000","agamous-like MADS-box protein AGL12-like protein"
"100776039","LOC100776039","GLYMA_06G241300","ankyrin repeat-containing protein BDA1"
NA,".",NA,NA
"100807421","LOC100807421","GLYMA_14G053600","peroxidase P7"
"100795040","LOC100795040","GLYMA_16G065800","cystinosin homolog"
"100807163","LOC100807163","GLYMA_11G232200","probable inactive receptor-like protein kinase At3g56050"
"100788258","LOC100788258","GLYMA_10G281600","uncharacterized LOC100788258"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100814952","LOC100814952","GLYMA_08G288600","probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 10"
"100798816","LOC100798816","GLYMA_18G013100","E3 ubiquitin-protein ligase RGLG5"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100791552","LOC100791552","GLYMA_09G239900","polyvinylalcohol dehydrogenase"
"100800203","LOC100800203","GLYMA_02G277300","putative late embryogenesis abundant protein"
NA,".",NA,NA
"100782720","LOC100782720","GLYMA_17G019400","UDP-glucose flavonoid 3-O-glucosyltransferase 7"
"100814471","LOC100814471","GLYMA_18G026500","flavonol synthase/flavanone 3-hydroxylase-like"
"102659743","LOC100794948","","probable pectinesterase/pectinesterase inhibitor 17"
"100527903","LOC100527903","GLYMA_09G180800","reticulon domain-containing protein"
NA,".",NA,NA
"100816315","LOC100816315","GLYMA_06G205600","UDP-arabinopyranose mutase 3"
"547691","LOC547691","GLYMA_07G165700","uncharacterized LOC547691"
"100819574","LOC100819574","GLYMA_08G013000","intracellular protein transport protein USO1"
NA,".",NA,NA
NA,".",NA,NA
"100795427","LOC100795427","GLYMA_09G168600","probable cyclic nucleotide-gated ion channel 20, chloroplastic"
NA,".",NA,NA
"100784912","LOC100784912","GLYMA_11G039400","beta-amylase 3, chloroplastic"
"100526852","LOC100526852","GLYMA_04G136600","putative calcium-binding protein"
"100779984","LOC100779984","GLYMA_07G027500","putative UPF0481 protein At3g02645"
NA,".",NA,NA
"100807744","LOC100807744","GLYMA_13G185000","uncharacterized LOC100807744"
"100791666","LOC100791666","GLYMA_05G209100","uncharacterized LOC100791666"
NA,".",NA,NA
"100807879","LOC100807879","GLYMA_11G233100","protein trichome birefringence-like 33"
"100817061","LOC100817061","GLYMA_15G166800","transcription factor bHLH35"
"852848","CAT4","YGL035C, CAT4, SSN1, TDS22","transcription factor MIG1"
"100778775","LOC100778775","GLYMA_01G036800","protein JINGUBANG"
"100810694","LOC100810694","GLYMA_09G156900","4,5-DOPA dioxygenase extradiol-like protein-like"
NA,".",NA,NA
"100796647","LOC100796647","GLYMA_16G156200","leucine-rich repeat receptor-like tyrosine-protein kinase PXC3"
"100527571","LOC100527571","GLYMA_06G013200","uncharacterized LOC100527571"
"100781603","LOC100781603","GLYMA_15G186300","WRKY transcription factor 42"
"100305943","LOC100305943","GLYMA_11G208700","OXS3-like protein"
NA,".",NA,NA
"100776165","LOC100776165","GLYMA_11G193600","probable xyloglucan endotransglucosylase/hydrolase protein 32-like"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100807570","LOC100807570","GLYMA_20G224700","transcription factor UNE12"
"100799350","LOC100799350","GLYMA_03G005000","ELMO domain-containing protein A"
"100787465","LOC100787465","GLYMA_15G008900","probable polygalacturonase At1g80170"
"100780563","LOC100780563","GLYMA_17G110300","xylogalacturonan beta-1,3-xylosyltransferase"
"100819521","LOC100819521","GLYMA_14G194100","zinc finger CCCH domain-containing protein 66"
"100805024","LOC100805024","GLYMA_10G039500","uncharacterized LOC100805024"
"102667117","LOC102667117","GLYMA_15G053700","probable protein phosphatase 2C 10"
"100803768","LOC100803768","GLYMA_02G100600","probable lipid-A-disaccharide synthase, mitochondrial"
NA,".",NA,NA
"100779628","LOC100779628","GLYMA_15G207200","probable acyl-activating enzyme 17, peroxisomal"
"102662104","LOC102662104","GLYMA_13G033200","rust resistance kinase Lr10"
"100819514","LOC100819514","GLYMA_13G072800","E3 ubiquitin-protein ligase RZF1"
"100789910","LOC100789910","GLYMA_13G281400","ADP-ribosylation factor GTPase-activating protein AGD5"
NA,".",NA,NA
"100780580","LOC100780580","GLYMA_10G296900","clathrin interactor EPSIN 2"
"100812919","LOC100812919","GLYMA_05G215100","COP1-interactive protein 1"
"100305729","LOC100305729","GLYMA_05G198900","uncharacterized LOC100305729"
"100305727","LOC100305727","GLYMA_02G212100","uncharacterized LOC100305727"
"100499835","LOC100499835","GLYMA_17G140700","autophagy-related protein 8f-like"
"100784988","LOC100784988","GLYMA_15G215400","phospholipid-transporting ATPase 1"
NA,".",NA,NA
"100817354","LOC100817354","GLYMA_05G025900","cyclic dof factor 3"
"100798636","LOC100798636","GLYMA_18G287700","heat shock cognate 70 kDa protein 2"
NA,".",NA,NA
"100811928","LOC100811928","GLYMA_02G026700","paired amphipathic helix protein Sin3-like 4"
NA,".",NA,NA
"100818988","LOC100818988","GLYMA_07G253400","uncharacterized LOC100818988"
"102668954","LOC102668954","","uncharacterized LOC102668954"
"100802636","LOC100802636","GLYMA_14G107300","serine/threonine-protein kinase RIPK"
"100779508","LOC100779508","GLYMA_18G077900","disease resistance protein RPM1"
"818982","WRKY55","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6"
"100790234","LOC100790234","GLYMA_04G092100","mitochondrial uncoupling protein 4"
NA,".",NA,NA
